identifier,transaction_count,avg_price_eth,max_price_eth,min_price_eth,total_volume_eth,unique_buyers,unique_sellers,collection
2155,6,27.54148333333333,46.86,0.2999,165.2489,1,1,BAYC
2151,2,1.0326575,1.465515,0.5998,2.065315,1,1,BAYC
2152,4,36.647475,110.0,0.5999,146.5899,1,1,BAYC
2157,1,38.5,38.5,38.5,38.5,1,1,BAYC
2154,1,0.3388,0.3388,0.3388,0.3388,1,1,BAYC
2156,0,0.0,0.0,0.0,0.0,0,0,BAYC
2153,4,77.125,180.0,2.0,308.5,1,1,BAYC
2158,7,9.31785714285714,43.0,0.365,65.225,1,1,BAYC
2146,7,10.138614285714285,33.3,0.112,70.9703,1,1,BAYC
2145,11,11.97330909090909,38.0,0.134,131.7064,1,1,BAYC
2147,0,0.0,0.0,0.0,0.0,0,0,BAYC
2139,2,11.8254,11.986,11.6648,23.6508,1,1,BAYC
2141,2,17.345000000000002,34.2,0.49,34.690000000000005,1,1,BAYC
2143,1,0.14,0.14,0.14,0.14,1,1,BAYC
2140,3,1.6296666666666668,4.0,0.349,4.889,1,1,BAYC
2142,13,28.85982823076923,40.0999,0.3,375.177767,1,1,BAYC
2144,2,5.158296,9.866592,0.45,10.316592,1,1,BAYC
2136,8,10.36,19.45,1.0,82.88,1,1,BAYC
2135,7,20.90442857142857,52.5,0.46,146.331,1,1,BAYC
2137,1,9.69,9.69,9.69,9.69,1,1,BAYC
2138,3,8.509333333333332,12.548,0.6,25.528,1,1,BAYC
2132,2,2.2675,4.125,0.41,4.535,1,1,BAYC
2131,5,45.2934,100.69,0.777,226.467,1,1,BAYC
2133,5,66.822,134.0,11.11,334.11,1,1,BAYC
2134,2,1.17,1.6,0.74,2.34,1,1,BAYC
2126,3,2.5733333333333333,7.0,0.3,7.72,1,1,BAYC
2129,8,47.55375,97.75,0.18,380.43,1,1,BAYC
2130,3,88.08333333333333,250.0,1.25,264.25,1,1,BAYC
2127,2,0.9835,1.667,0.3,1.967,1,1,BAYC
2125,3,3.1650000000000005,7.5,0.25,9.495,1,1,BAYC
2124,9,7.427777777777777,13.0,0.75,66.85,1,1,BAYC
2128,4,8.599981,18.85,1.0,34.399924,1,1,BAYC
2123,2,25.975,51.0,0.95,51.95,1,1,BAYC
2121,3,30.23,62.69,1.5,90.69,1,1,BAYC
2120,8,18.315,53.0,4.33,146.51999999999998,1,1,BAYC
2122,5,28.264,56.0,5.0,141.32,1,1,BAYC
2117,1,1.85,1.85,1.85,1.85,1,1,BAYC
